Number,Type,Skin,NumberTraits,Traits,Rarity,HiddenTraits,Owner
1525,Male,Albino-skinned,3,"['Bandana', 'Normal Beard', 'Small Shades']",6966,,0x3BE89b
1526,Zombie,Zombie-skinned,3,"['Cap', 'Eye Patch', 'Gold Chain']",487,,0x36A5Bc
1527,Female,Dark-skinned,3,"['Black Lipstick', 'Half Shaved', 'Mole']",2335,,0x6a43e6
1528,Male,Dark-skinned,3,"['3D Glasses', 'Bandana', 'Front Beard Dark']",5010,,0x2d8d75
1529,Female,Albino-skinned,2,"['Pipe', 'Red Mohawk']",2134,,0x0601D0
1530,Male,Albino-skinned,2,"['Eye Patch', 'Knitted Cap']",8842,,0x00B278
1531,Male,Mid-skinned,2,"['Peak Spike', 'Regular Shades']",7797,,
1532,Male,Light-skinned,2,"['Mohawk Thin', 'Nerd Glasses']",9238,,0x8Fd884
1533,Male,Mid-skinned,2,"['Cigarette', 'Headband']",8704,,
1534,Male,Mid-skinned,3,"['Bandana', 'Muttonchops', 'Vape']",5869,,0xdc9e11
1535,Female,Dark-skinned,3,"['Classic Shades', 'Dark Hair', 'Earring']",3055,['Hidden Earring'],0xFa898e
1536,Male,Mid-skinned,3,"['Buck Teeth', 'Crazy Hair', 'Normal Beard']",361,,0xB88F61
1537,Male,Dark-skinned,1,['Vampire Hair'],2160,,0x6301Ad
1538,Male,Light-skinned,3,"['Cap', 'Earring', 'Mustache']",6609,,0xC352B5
1539,Male,Mid-skinned,2,"['Classic Shades', 'Mohawk Thin']",9118,,0xC0D95f
1540,Male,Mid-skinned,2,"['Cigarette', 'Knitted Cap']",8940,,0x00B278
1541,Male,Light-skinned,3,"['Crazy Hair', 'Mustache', 'Pipe']",6597,,0xA64BdD
1542,Male,Dark-skinned,2,"['Luxurious Beard', 'Mohawk Thin']",6464,,0x4084dF
1543,Male,Dark-skinned,2,"['Do-rag', 'Eye Mask']",7091,,0x68A7Ac
1544,Female,Dark-skinned,4,"['Earring', 'Green Eye Shadow', 'Half Shaved', 'Purple Lipstick']",2010,['Hidden Earring'],0x3BE89b
1545,Female,Light-skinned,2,"['Big Shades', 'Frumpy Hair']",9406,,0xE83C75
1546,Male,Light-skinned,3,"['Handlebars', 'Peak Spike', 'Regular Shades']",5494,,0x1920C5
1547,Female,Dark-skinned,2,"['Blonde Short', 'Choker']",106,,0x577eBC
1548,Female,Dark-skinned,3,"['Earring', 'Mohawk Thin', 'Purple Lipstick']",9281,,0x7DECf7
1549,Male,Mid-skinned,1,['Cap Forward'],4709,,0x577eBC
1550,Female,Mid-skinned,2,"['Knitted Cap', 'Purple Lipstick']",8927,,0x85C719
1551,Male,Light-skinned,2,"['Earring', 'Shaved Head']",7598,,0x3BE89b
1552,Female,Mid-skinned,2,"['Dark Hair', 'Regular Shades']",3061,,0xd0feE4
1553,Male,Light-skinned,3,"['Cigarette', 'Earring', 'Peak Spike']",7824,,0x68A7Ac
1554,Female,Mid-skinned,3,"['Purple Lipstick', 'Tassle Hat', 'Vape']",3631,,0xB88F61
1555,Male,Mid-skinned,2,"['Fedora', 'Mustache']",3813,,0xE83C75
1556,Female,Dark-skinned,3,"['Earring', 'Pigtails', 'Purple Lipstick']",640,,0xe53Ef2
1557,Male,Mid-skinned,2,"['Knitted Cap', 'Muttonchops']",7694,,0x00B278
1558,Male,Dark-skinned,1,['Normal Beard Black'],4445,,0x5ea968
1559,Male,Light-skinned,1,['Clown Hair Green'],2559,,0x577eBC
1560,Male,Dark-skinned,2,"['Smile', 'Wild Hair']",4364,,0x7760E0
1561,Female,Dark-skinned,4,"['Clown Hair Green', 'Earring', 'Hot Lipstick', 'Mole']",2670,,0x91cDA4
1562,Male,Mid-skinned,1,['Clown Eyes Blue'],4500,,0x44FAb5
1563,Female,Mid-skinned,3,"['Clown Eyes Blue', 'Dark Hair', 'Earring']",3041,['Hidden Earring'],0x577eBC
1564,Male,Dark-skinned,2,"['Medical Mask', 'Wild Hair']",3572,,0x2b290F
1565,Male,Light-skinned,2,"['Handlebars', 'Wild Hair']",5597,,0x4bbb41
1566,Female,Mid-skinned,3,"['Headband', 'Hot Lipstick', 'Pipe']",7846,,0xd817C4
1567,Male,Mid-skinned,3,"['Eye Mask', 'Goat', 'Shaved Head']",7079,,
1568,Male,Dark-skinned,3,"['Clown Eyes Green', 'Hoodie', 'Mustache']",4858,,0xCffC33
1569,Female,Light-skinned,3,"['Earring', 'Mohawk Dark', 'Mole']",9041,,0x68A7Ac
1570,Male,Dark-skinned,3,"['Headband', 'Horned Rim Glasses', 'Muttonchops']",7677,,0x3BE89b
1571,Male,Mid-skinned,2,"['Cap Forward', 'Front Beard Dark']",4589,,0xdc9e11
1572,Male,Dark-skinned,3,"['Crazy Hair', 'Muttonchops', 'Small Shades']",7650,,0x51EC89
1573,Female,Albino-skinned,2,"['Black Lipstick', 'Crazy Hair']",8790,,0xF1ad94
1574,Male,Light-skinned,2,"['3D Glasses', 'Do-rag']",6328,,0x4084dF
1575,Male,Mid-skinned,3,"['Goat', 'Shaved Head', 'VR']",7207,,0xf09D1a
1576,Male,Mid-skinned,2,"['Hoodie', 'Small Shades']",4942,,0x44FAb5
1577,Male,Dark-skinned,2,"['Clown Hair Green', 'Normal Beard']",2533,,0x4084dF
1578,Female,Mid-skinned,4,"['Blue Eye Shadow', 'Dark Hair', 'Medical Mask', 'Rosy Cheeks']",992,,0x9345D6
1579,Female,Albino-skinned,2,"['3D Glasses', 'Tiara']",211,,0x577eBC
1580,Male,Dark-skinned,3,"['Classic Shades', 'Messy Hair', 'Pipe']",7904,,0xDde8DF
1581,Male,Dark-skinned,2,"['Messy Hair', 'Muttonchops']",7744,,0x4bbb41
1582,Female,Mid-skinned,2,"['Messy Hair', 'VR']",8004,,0x577eBC
1583,Female,Mid-skinned,2,"['Black Lipstick', 'Straight Hair']",2837,,0x888104
1584,Male,Dark-skinned,2,"['Handlebars', 'Vampire Hair']",1972,,0x09BdF0
1585,Male,Light-skinned,3,"['Frown', 'Shaved Head', 'Small Shades']",5220,,0x258Fc9
1586,Male,Light-skinned,2,"['Crazy Hair', 'Horned Rim Glasses']",8767,,0xc991fD
1587,Female,Light-skinned,2,"['3D Glasses', 'Bandana']",6563,,0x94de7E
1588,Female,Light-skinned,2,"['Clown Eyes Blue', 'Tassle Hat']",3673,,0x7f3aFF
1589,Male,Mid-skinned,2,"['Chinstrap', 'Fedora']",3795,,0x584CDF
1590,Male,Mid-skinned,3,"['Normal Beard Black', 'Small Shades', 'Vampire Hair']",2083,,0x9d3F4E
1591,Female,Albino-skinned,1,['Mohawk Thin'],8065,,0x577eBC
1592,Male,Light-skinned,2,"['Mohawk Dark', 'Nerd Glasses']",9023,,0x83e799
1593,Female,Mid-skinned,2,"['Purple Lipstick', 'Red Mohawk']",2387,,0x577eBC
1594,Male,Light-skinned,2,"['Goat', 'Mohawk Dark']",7303,,0xA6e1EA
1595,Female,Dark-skinned,2,"['Clown Eyes Blue', 'Straight Hair Blonde']",1621,,0x577eBC
1596,Female,Light-skinned,3,"['Blonde Short', 'Earring', 'Green Eye Shadow']",1123,,0xCffC33
1597,Male,Albino-skinned,2,"['Goat', 'Messy Hair']",7346,,0x577eBC
1598,Female,Dark-skinned,4,"['Blue Eye Shadow', 'Earring', 'Purple Lipstick', 'Tassle Hat']",3606,['Hidden Earring'],0x4084dF
1599,Female,Light-skinned,4,"['Clown Eyes Blue', 'Earring', 'Mohawk Thin', 'Purple Lipstick']",8522,,0x5ea968
1600,Male,Dark-skinned,3,"['Goat', 'Silver Chain', 'Vampire Hair']",1883,,0x51688C
1601,Male,Mid-skinned,2,"['Classic Shades', 'Knitted Cap']",8857,,0x5ea968
1602,Male,Dark-skinned,3,"['Eye Patch', 'Goat', 'Mohawk Thin']",7305,,0x00B278
1603,Female,Light-skinned,2,"['Purple Eye Shadow', 'Tiara']",202,,0xD4fa6E
1604,Female,Mid-skinned,3,"['Black Lipstick', 'Nerd Glasses', 'Wild Hair']",9546,,0x062C54
1605,Male,Dark-skinned,5,"['Earring', 'Frown', 'Shadow Beard', 'Shaved Head', 'VR']",3319,,0x850cAE
1606,Male,Light-skinned,5,"['Cigarette', 'Front Beard Dark', 'Mole', 'Nerd Glasses', 'Police Cap']",3284,,0x44FAb5
1607,Male,Mid-skinned,3,"['Earring', 'Handlebars', 'Headband']",5536,,
1608,Male,Mid-skinned,4,"['Cigarette', 'Cowboy Hat', 'Eye Patch', 'Normal Beard Black']",1400,,0x005734
1609,Female,Light-skinned,2,"['Pilot Helmet', 'Purple Lipstick']",184,,0xB88F61
1610,Male,Dark-skinned,2,"['Front Beard Dark', 'Wild Hair']",5143,,0xadB3a2
1611,Male,Dark-skinned,2,"['Mohawk Thin', 'VR']",7970,,0xC272Ed
1612,Female,Albino-skinned,2,"['Half Shaved', 'Hot Lipstick']",2394,,0xD79b93
1613,Male,Dark-skinned,3,"['Cigarette', 'Earring', 'Headband']",8700,,0xeD9846
1614,Male,Light-skinned,3,"['Earring', 'Frumpy Hair', 'Handlebars']",5587,,0x2C4090
1615,Male,Light-skinned,2,"['Chinstrap', 'Hoodie']",4835,,0x00B278
1616,Female,Mid-skinned,2,"['Bandana', 'Black Lipstick']",9955,,
1617,Male,Dark-skinned,2,"['Do-rag', 'Front Beard Dark']",5036,,0x4bbb41
1618,Female,Albino-skinned,3,"['Clown Eyes Green', 'Frumpy Hair', 'Hot Lipstick']",8406,,0x591660
1619,Female,Mid-skinned,2,"['Green Eye Shadow', 'Stringy Hair']",5822,,0x1C41D8
1620,Female,Mid-skinned,3,"['Cigarette', 'Clown Eyes Blue', 'Earring']",4555,,
1621,Female,Dark-skinned,3,"['Black Lipstick', 'Cigarette', 'Clown Hair Green']",2659,,0xE281b9
1622,Male,Dark-skinned,3,"['Earring', 'Knitted Cap', 'Regular Shades']",8875,,0x1b6284
1623,Female,Light-skinned,2,"['3D Glasses', 'Straight Hair']",2763,,0xA68665
1624,Male,Mid-skinned,4,"['Bandana', 'Chinstrap', 'Earring', 'Eye Patch']",6250,,0x4a298c
1625,Male,Dark-skinned,2,"['Cap', 'Mole']",8219,,0x5CD16d
1626,Female,Mid-skinned,3,"['3D Glasses', 'Messy Hair', 'Purple Lipstick']",6524,,0x052564
1627,Male,Mid-skinned,2,"['Normal Beard Black', 'Police Cap']",3986,,0xB88F61
1628,Female,Mid-skinned,2,"['Hot Lipstick', 'Stringy Hair']",9858,,
1629,Female,Light-skinned,2,"['Black Lipstick', 'Pink With Hat']",735,,0x363ef1
1630,Male,Albino-skinned,2,"['Shadow Beard', 'Top Hat']",839,,0xC46Db2
1631,Male,Albino-skinned,2,"['Police Cap', 'Small Shades']",4024,,0xEC6d36
1632,Male,Mid-skinned,2,"['Handlebars', 'Top Hat']",780,,0xB88F61
1633,Male,Dark-skinned,3,"['Bandana', 'Cigarette', 'Mole']",9961,,0x00B278
1634,Female,Dark-skinned,4,"['Black Lipstick', 'Clown Eyes Blue', 'Mole', 'Wild Blonde']",1609,,0x26f744
1635,Female,Light-skinned,3,"['Earring', 'Hot Lipstick', 'Orange Side']",310,['Hidden Earring'],0xB88F61
1636,Male,Dark-skinned,5,"['Cigarette', 'Do-rag', 'Frown', 'Normal Beard Black', 'Regular Shades']",3318,['Hidden Frown'],0x7A3960
1637,Female,Light-skinned,3,"['3D Glasses', 'Hot Lipstick', 'Wild Blonde']",1563,,0xB88F61
1638,Male,Light-skinned,2,"['Do-rag', 'Front Beard Dark']",5037,,0x55Afb7
1639,Male,Dark-skinned,2,"['Mohawk', 'Shadow Beard']",9145,,0x71710e
1640,Male,Mid-skinned,3,"['Fedora', 'Mustache', 'VR']",3806,,0x989680
1641,Male,Light-skinned,3,"['Frown', 'Knitted Cap', 'Mole']",5286,,0x384BFb
1642,Male,Light-skinned,3,"['Mohawk Dark', 'Mole', 'Normal Beard']",7004,['Hidden Mole'],0xCD1aB2
1643,Male,Dark-skinned,2,"['Frumpy Hair', 'Smile']",4358,,0x3F390a
1644,Male,Dark-skinned,2,"['Big Beard', 'Hoodie']",1784,,0xCffC33
1645,Female,Dark-skinned,3,"['Earring', 'Purple Lipstick', 'Tassle Hat']",3724,['Hidden Earring'],0x577eBC
1646,Male,Light-skinned,3,"['Earring', 'Knitted Cap', 'Luxurious Beard']",6423,,0x306022
1647,Male,Dark-skinned,2,"['Eye Mask', 'Purple Hair']",3190,,0x8Ca89c
1648,Female,Mid-skinned,3,"['Clown Eyes Green', 'Mohawk Thin', 'Purple Lipstick']",8381,,0x56E52B
1649,Male,Albino-skinned,4,"['Crazy Hair', 'Earring', 'Regular Shades', 'Shadow Beard']",8732,,0xBb511a
1650,Male,Light-skinned,3,"['Clown Nose', 'Messy Hair', 'Normal Beard Black']",4123,,0x1E36A5
1651,Male,Mid-skinned,3,"['Beanie', 'Big Shades', 'Muttonchops']",73,,0x024BCb
1652,Female,Dark-skinned,4,"['Cigarette', 'Earring', 'Hot Lipstick', 'Tassle Hat']",3729,['Hidden Earring'],0x4084dF
1653,Male,Mid-skinned,4,"['Clown Eyes Green', 'Earring', 'Hoodie', 'Normal Beard']",4880,['Hidden Earring'],0x4084dF
1654,Female,Mid-skinned,2,"['Medical Mask', 'Mohawk']",3565,,0xFC2a61
1655,Male,Light-skinned,3,"['Clown Eyes Green', 'Frown', 'Peak Spike']",5237,,0x4084dF
1656,Male,Light-skinned,3,"['Buck Teeth', 'Purple Hair', 'Regular Shades']",331,,0x577eBC
1657,Male,Mid-skinned,2,"['Cap', 'Horned Rim Glasses']",8198,,0x005734
1658,Zombie,Zombie-skinned,1,['Stringy Hair'],540,,0x66c7A7
1659,Female,Light-skinned,2,"['Purple Eye Shadow', 'Straight Hair']",2740,,0x577eBC
1660,Male,Light-skinned,2,"['Bandana', 'Normal Beard']",7077,,0x00B278
1661,Female,Light-skinned,3,"['Black Lipstick', 'Blonde Short', 'Nerd Glasses']",1177,,0x577eBC
1662,Female,Light-skinned,4,"['Mole', 'Purple Eye Shadow', 'Purple Lipstick', 'Straight Hair Dark']",2461,,0xCd2c66
1663,Male,Albino-skinned,3,"['Mole', 'Purple Hair', 'Regular Shades']",3241,,0x577eBC
1664,Female,Dark-skinned,2,"['Cap', 'Purple Lipstick']",8224,,0x5ea968
1665,Male,Albino-skinned,2,"['Cap Forward', 'Cigarette']",4776,,0xE5C4c4
1666,Female,Dark-skinned,3,"['Purple Lipstick', 'Regular Shades', 'Straight Hair Dark']",2618,,0x577eBC
1667,Male,Mid-skinned,2,"['Frumpy Hair', 'Luxurious Beard']",6489,,0x83506d
1668,Male,Dark-skinned,3,"['Earring', 'Goat', 'Mohawk Dark']",7300,,0xF3D56b
1669,Female,Mid-skinned,2,"['Red Mohawk', 'Welding Goggles']",429,,0x577eBC
1670,Female,Dark-skinned,3,"['Earring', 'Purple Eye Shadow', 'Stringy Hair']",5436,,0x72BF7f
1671,Female,Albino-skinned,2,"['Blue Eye Shadow', 'Straight Hair']",2748,,0x577eBC
1672,Female,Mid-skinned,2,"['Mohawk Dark', 'Mole']",9044,,0x00B278
1673,Male,Light-skinned,2,"['Classic Shades', 'Headband']",8621,,0xBcc94f
1674,Male,Albino-skinned,2,"['Hoodie', 'Shadow Beard']",4968,,0x44FAb5
1675,Male,Light-skinned,3,"['Earring', 'Police Cap', 'Regular Shades']",4052,,0x0ec5B4
1676,Male,Mid-skinned,2,"['Frumpy Hair', 'Mole']",9445,,0xc5F597
1677,Male,Mid-skinned,1,['Front Beard Dark'],4391,,0x83e0e1
1678,Female,Mid-skinned,2,"['Clown Eyes Green', 'Purple Lipstick']",4549,,0x68A7Ac
1679,Female,Light-skinned,5,"['Cigarette', 'Earring', 'Horned Rim Glasses', 'Purple Lipstick', 'Tassle Hat']",3281,['Hidden Earring'],0x69021A
1680,Male,Albino-skinned,3,"['Chinstrap', 'Headband', 'Vape']",5836,,0x26f744
1681,Female,Albino-skinned,1,['Red Mohawk'],2156,,0x26f744
1682,Male,Light-skinned,3,"['3D Glasses', 'Chinstrap', 'Top Hat']",787,,0x0E9AED
1683,Male,Dark-skinned,3,"['Big Shades', 'Mohawk Dark', 'Mustache']",6660,,0x8F5526
1684,Female,Dark-skinned,2,"['Choker', 'Orange Side']",100,,0x8Dbbca
1685,Male,Light-skinned,2,"['Hoodie', 'Nerd Glasses']",4990,,0x513068
1686,Male,Dark-skinned,2,"['Big Shades', 'Messy Hair']",9661,,0x7a341c
1687,Male,Dark-skinned,2,"['Horned Rim Glasses', 'Top Hat']",849,,0x577eBC
1688,Female,Mid-skinned,3,"['Clown Eyes Green', 'Purple Lipstick', 'Stringy Hair']",8440,,0xD24FF5
1689,Female,Albino-skinned,2,"['Black Lipstick', 'Straight Hair']",2834,,0x577eBC
1690,Male,Light-skinned,3,"['Bandana', 'Horned Rim Glasses', 'Mole']",9912,,0x8aa04e
1691,Female,Light-skinned,3,"['Black Lipstick', 'Clown Eyes Green', 'Straight Hair']",2780,,
1692,Male,Dark-skinned,3,"['Cigarette', 'Knitted Cap', 'Shadow Beard']",8866,,0x00B278
1693,Female,Dark-skinned,2,"['Clown Eyes Green', 'Crazy Hair']",8348,,0xAB6cA2
1694,Female,Mid-skinned,3,"['Black Lipstick', 'Earring', 'Pink With Hat']",733,['Hidden Earring'],0x99B57c
1695,Male,Dark-skinned,3,"['Chinstrap', 'Earring', 'Shaved Head']",6137,,0x00B278
1696,Male,Mid-skinned,2,"['Shadow Beard', 'Stringy Hair']",9783,,0x00B278
1697,Female,Albino-skinned,3,"['Big Shades', 'Mohawk Thin', 'Mole']",9178,,0x415424
1698,Male,Mid-skinned,2,"['Clown Eyes Green', 'Wild Hair']",8425,,0x71710e
1699,Male,Mid-skinned,2,"['Earring', 'Shaved Head']",7600,,0x5d89Cc
1700,Female,Mid-skinned,2,"['Blue Eye Shadow', 'Half Shaved']",2002,,0xDde8DF
1701,Male,Light-skinned,3,"['Earring', 'Horned Rim Glasses', 'Mohawk']",9192,,0x758353
1702,Male,Dark-skinned,3,"['Clown Hair Green', 'Front Beard', 'Frown']",2456,['Hidden Frown'],0xeDe69F
1703,Male,Dark-skinned,4,"['3D Glasses', 'Do-rag', 'Muttonchops', 'Rosy Cheeks']",1033,,0xF1e1c7
1704,Male,Light-skinned,3,"['Cigarette', 'Classic Shades', 'Peak Spike']",7777,,0xAB6cA2
1705,Female,Light-skinned,2,"['Mohawk', 'Nerd Glasses']",9235,,0xA7499A
1706,Female,Mid-skinned,2,"['Black Lipstick', 'Red Mohawk']",2352,,0x577eBC
1707,Female,Dark-skinned,3,"['Clown Eyes Blue', 'Purple Lipstick', 'Wild Hair']",8551,,0x68A7Ac
1708,Male,Albino-skinned,1,['Fedora'],3852,,0x577eBC
1709,Male,Mid-skinned,2,"['Front Beard', 'Peak Spike']",5987,,0x72BF7f
1710,Female,Mid-skinned,3,"['Classic Shades', 'Orange Side', 'Pipe']",276,,0x047Ce0
1711,Female,Dark-skinned,2,"['Eye Mask', 'Straight Hair Dark']",2539,,0x577eBC
1712,Male,Light-skinned,2,"['Police Cap', 'Regular Shades']",4055,,0x78f026
1713,Female,Mid-skinned,2,"['Earring', 'Stringy Hair']",9874,,0x577eBC
1714,Female,Albino-skinned,3,"['Choker', 'Classic Shades', 'Straight Hair Blonde']",109,,0xCffC33
1715,Female,Light-skinned,2,"['Green Eye Shadow', 'Half Shaved']",2027,,0x6611fE
1716,Male,Albino-skinned,2,"['Mohawk Thin', 'Shadow Beard']",9137,,0x516358
1717,Male,Light-skinned,4,"['Bandana', 'Chinstrap', 'Earring', 'Eye Patch']",6249,,0x6301Ad
1718,Male,Albino-skinned,2,"['Luxurious Beard', 'Mole']",4434,['Hidden Mole'],0x44FAb5
1719,Male,Albino-skinned,3,"['Cap Forward', 'Earring', 'Nerd Glasses']",4766,,0x486D58
1720,Male,Mid-skinned,3,"['Big Shades', 'Cowboy Hat', 'Normal Beard']",1410,,0x592a51
1721,Female,Mid-skinned,3,"['Black Lipstick', 'Earring', 'Pigtails']",634,,0x087173
1722,Male,Light-skinned,3,"['Fedora', 'Nerd Glasses', 'Normal Beard Black']",3814,,0xb5e6ac
1723,Male,Light-skinned,2,"['Cap', 'Nerd Glasses']",8208,,0xFa5050
1724,Female,Dark-skinned,2,"['Clown Eyes Blue', 'Mohawk']",8532,,0x5ea968
1725,Female,Mid-skinned,2,"['Hot Lipstick', 'Messy Hair']",9719,,0xdc9e11
1726,Female,Light-skinned,4,"['Clown Hair Green', 'Hot Lipstick', 'Mole', 'Vape']",2511,,0x26f744
1727,Male,Mid-skinned,2,"['3D Glasses', 'Stringy Hair']",6548,,0x26f744
1728,Male,Dark-skinned,3,"['Frown', 'Mohawk Thin', 'Small Shades']",5265,,0x7A304b
1729,Male,Dark-skinned,3,"['Gold Chain', 'Luxurious Beard', 'Nerd Glasses']",3383,,0x7A304b
1730,Female,Light-skinned,2,"['Green Eye Shadow', 'Pink With Hat']",682,,0x79bB50
1731,Male,Dark-skinned,2,"['Cap Forward', 'Eye Patch']",4728,,0x3BE89b
1732,Male,Dark-skinned,3,"['3D Glasses', 'Earring', 'Police Cap']",3964,,0x717403
1733,Female,Light-skinned,2,"['Mohawk Thin', 'Regular Shades']",9167,,
1734,Female,Mid-skinned,3,"['Black Lipstick', 'Clown Eyes Green', 'Mohawk Thin']",8375,,
1735,Female,Light-skinned,2,"['Earring', 'Mohawk Dark']",9069,,0x577eBC
1736,Female,Light-skinned,2,"['Black Lipstick', 'Straight Hair Dark']",2665,,0xB5b84E
1737,Male,Mid-skinned,2,"['Mohawk', 'VR']",7972,,0x81590c
1738,Female,Dark-skinned,2,"['Blonde Bob', 'Purple Lipstick']",2380,,0x577eBC
1739,Male,Dark-skinned,2,"['Shaved Head', 'VR']",7413,,0xF897C8
1740,Female,Dark-skinned,2,"['Bandana', 'Hot Lipstick']",9981,,0xB3E085
1741,Male,Mid-skinned,1,['Big Shades'],4515,,0x577eBC
1742,Female,Dark-skinned,2,"['Big Shades', 'Stringy Hair']",9802,,
1743,Male,Light-skinned,2,"['Big Shades', 'Wild Hair']",9541,,0xB88F61
1744,Female,Light-skinned,3,"['Big Shades', 'Clown Nose', 'Straight Hair Dark']",2451,,0xcFD9cc
1745,Male,Mid-skinned,2,"['3D Glasses', 'Do-rag']",6331,,0x3921Bc
1746,Female,Albino-skinned,3,"['Dark Hair', 'Earring', 'Green Eye Shadow']",3007,['Hidden Earring'],0x577eBC
1747,Female,Mid-skinned,2,"['Clown Eyes Green', 'Mohawk']",8396,,0x6eF237
1748,Zombie,Zombie-skinned,3,"['Front Beard', 'Frown', 'Knitted Cap']",505,['Hidden Frown'],0x66c7A7
1749,Female,Dark-skinned,3,"['Blonde Bob', 'Hot Lipstick', 'Nerd Glasses']",2320,,0x96A691
1750,Female,Dark-skinned,3,"['Eye Mask', 'Purple Lipstick', 'Wild Blonde']",1570,,0x671F71
1751,Female,Light-skinned,2,"['Horned Rim Glasses', 'Pigtails']",627,,0x000002
1752,Female,Light-skinned,3,"['Black Lipstick', 'Earring', 'Half Shaved']",2344,['Hidden Earring'],0x09D408
1753,Male,Light-skinned,2,"['Frumpy Hair', 'Spots']",967,,0xeAd901
1754,Female,Dark-skinned,2,"['Clown Eyes Green', 'Mohawk']",8393,,0x6eF237
1755,Male,Mid-skinned,3,"['Crazy Hair', 'Gold Chain', 'VR']",3426,,0x69021A
1756,Male,Albino-skinned,3,"['Cigarette', 'Front Beard', 'Knitted Cap']",6028,,0x8363b3
1757,Male,Dark-skinned,2,"['Nerd Glasses', 'Shaved Head']",7571,,0xbcb6b1
1758,Female,Mid-skinned,3,"['Earring', 'Mohawk', 'Regular Shades']",9163,,
1759,Female,Mid-skinned,2,"['Hot Lipstick', 'Pilot Helmet']",191,,0xEf768E
1760,Male,Mid-skinned,3,"['Cap', 'Cigarette', 'Nerd Glasses']",8204,,0xAF5bdc
1761,Female,Dark-skinned,2,"['Blue Eye Shadow', 'Half Shaved']",1996,,0x577eBC
1762,Male,Mid-skinned,4,"['Earring', 'Frumpy Hair', 'Rosy Cheeks', 'Small Shades']",1059,,0x0481ac
1763,Male,Dark-skinned,3,"['Muttonchops', 'Purple Hair', 'Regular Shades']",3202,,0x9CA9b5
1764,Male,Light-skinned,3,"['Big Shades', 'Earring', 'Frumpy Hair']",9400,,0xB9AFC8
1765,Female,Light-skinned,2,"['Clown Hair Green', 'Purple Eye Shadow']",2468,,0xCf8401
1766,Female,Light-skinned,2,"['Clown Eyes Blue', 'Straight Hair Blonde']",1623,,0x577eBC
1767,Male,Mid-skinned,2,"['Bandana', 'Front Beard Dark']",5175,,0x50664e
1768,Female,Light-skinned,3,"['3D Glasses', 'Black Lipstick', 'Crazy Hair']",6400,,0x005734
1769,Male,Dark-skinned,2,"['Cap Forward', 'Mustache']",4648,,0x8C9FcC
1770,Male,Dark-skinned,3,"['Frumpy Hair', 'Regular Shades', 'Smile']",4356,,0x2b9324
1771,Male,Albino-skinned,3,"['Cap', 'Cigarette', 'Earring']",8233,,0x40145F
1772,Female,Light-skinned,2,"['Blue Eye Shadow', 'Messy Hair']",5700,,0xdc9e11
1773,Male,Light-skinned,3,"['Eye Patch', 'Muttonchops', 'Vampire Hair']",2117,,0xEDcb09
1774,Male,Mid-skinned,2,"['Knitted Cap', 'Nerd Glasses']",8911,,0x28784d
1775,Female,Mid-skinned,3,"['Earring', 'Purple Eye Shadow', 'Tiara']",201,,0x0eCD8A
1776,Female,Albino-skinned,2,"['Hot Lipstick', 'Mohawk Thin']",9297,,0xA351a4
1777,Male,Light-skinned,2,"['Gold Chain', 'Vampire Hair']",1906,,0x78f026
1778,Male,Mid-skinned,2,"['Do-rag', 'Muttonchops']",7393,,0x7e21Cd
1779,Female,Light-skinned,3,"['Cap', 'Clown Eyes Green', 'Purple Lipstick']",8126,,0x5ea968
1780,Female,Mid-skinned,2,"['Horned Rim Glasses', 'Wild White Hair']",1309,,0xDf4C62
1781,Male,Light-skinned,2,"['Headband', 'Normal Beard']",6977,,0x0E9AED
1782,Male,Dark-skinned,3,"['Cowboy Hat', 'Earring', 'Handlebars']",1364,,0x7d4823
1783,Female,Light-skinned,1,['Mohawk Thin'],8073,,0x577eBC
1784,Male,Light-skinned,3,"['Classic Shades', 'Crazy Hair', 'Medical Mask']",3548,,0xE83C75
1785,Male,Light-skinned,2,"['Earring', 'Wild Hair']",9593,,0xE10824
1786,Female,Light-skinned,2,"['Classic Shades', 'Wild Hair']",9490,,0x271f35
1787,Male,Light-skinned,2,"['Bandana', 'Small Shades']",8325,,0x68A7Ac
1788,Male,Mid-skinned,3,"['Classic Shades', 'Earring', 'Mohawk']",9108,,0xbc9ECA
1789,Female,Light-skinned,2,"['Blonde Short', 'Purple Eye Shadow']",1113,,0x577eBC
1790,Male,Albino-skinned,3,"['Headband', 'Horned Rim Glasses', 'Mole']",8647,,0x2478C4
1791,Male,Light-skinned,2,"['Classic Shades', 'Mole']",4561,,0x0529f3
1792,Male,Dark-skinned,3,"['Earring', 'Mohawk Thin', 'Normal Beard Black']",6848,,0x729FcB
1793,Female,Mid-skinned,2,"['Mohawk Thin', 'Rosy Cheeks']",1077,,0x577eBC
1794,Male,Albino-skinned,3,"['Earring', 'Frown', 'Wild Hair']",5321,,0x8F6b1e
1795,Female,Mid-skinned,4,"['Horned Rim Glasses', 'Hot Lipstick', 'Messy Hair', 'Rosy Cheeks']",1083,,0x577eBC
1796,Female,Dark-skinned,3,"['Bandana', 'Black Lipstick', 'Rosy Cheeks']",1094,,0xF4BB4E
1797,Male,Dark-skinned,4,"['Classic Shades', 'Mohawk', 'Muttonchops', 'Vape']",5866,,0x6aD395
1798,Male,Mid-skinned,3,"['Cap Forward', 'Earring', 'Medical Mask']",3494,,0xF36972
